seq_id,uniprot_id,protein_names,gene_names,length,function_cc,subcellular_location_cc,tissue_specificity,involvement_in_disease,doug_name,nucleus,cytoplasm,mitochondria,er,golgi,lysosome,secreted,endosome,plasma_membrane,junction,peroxisome,membrane,cilium,cytoskeleton,lnc_rna,ribosomal,transcription_factor,gene_symbol,entrez_gene_id_pete,uni_gene_id_pete,ensembl_id_pete,tigrid_pete,go_pete,description_pete,genomic_coordinates_pete,cytoband_pete,gene_name_pete,pete_list
103_RPS25_6230,P62851,40s ribosomal protein s25 (small ribosomal subunit protein es25),RPS25,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,RPS25,6230,Hs.512676,ENST00000540179,THC2517571,GO:0000028(ribosomal small subunit assembly)|GO:0003723(RNA binding)|GO:0003735(structural constituent of ribosome)|GO:0005730(nucleolus)|GO:0005737(cytoplasm)|GO:0005829(cytosol)|GO:0005840(ribosome)|GO:0006412(translation)|GO:0006414(translational elongation)|GO:0006415(translational termination)|GO:0010467(gene expression)|GO:0015935(small ribosomal subunit)|GO:0016032(viral reproduction)|GO:0016070(RNA metabolic process)|GO:0016071(mRNA metabolic process)|GO:0019058(viral infectious cycle)|GO:0019083(viral transcription)|GO:0022627(cytosolic small ribosomal subunit)|GO:0031018(endocrine pancreas development)|GO:0044267(cellular protein metabolic process),"Homo sapiens ribosomal protein S25 (RPS25), mRNA [NM_001028]",chr11:118886633-118886574,hs|11q23.3,ribosomal protein S25,TRUE
1030_ABHD11_83451,Q8NFV4,protein abhd11 (ec 3.-.-.-) (alpha/beta hydrolase domain-containing protein 11) (abhydrolase domain-containing protein 11) (williams-beuren syndrome chromosomal region 21 protein),ABHD11 WBSCR21 PP1226,315,NA,NA,TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:12073013}.,"DISEASE: Note=ABHD11 is located in the Williams-Beuren syndrome (WBS) critical region. WBS results from a hemizygous deletion of several genes on chromosome 7q11.23, thought to arise as a consequence of unequal crossing over between highly homologous low-copy repeat sequences flanking the deleted region.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,ABHD11,83451,Hs.647045,ENST00000462381,THC2615021,GO:0003674(molecular_function)|GO:0005575(cellular_component)|GO:0005739(mitochondrion)|GO:0008150(biological_process)|GO:0016787(hydrolase activity),"Homo sapiens abhydrolase domain containing 11 (ABHD11), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_148912]",chr7:73151670-73151611,hs|7q11.23,abhydrolase domain containing 11,TRUE
1031_SOCS7_30837,O14512,"suppressor of cytokine signaling 7 (socs-7) (nck, ash and phospholipase c gamma-binding protein) (nck-associated protein 4) (nap-4)",SOCS7 NAP4 SOCS6,581,"function: regulates signaling cascades probably through protein ubiquitination and/or sequestration. functions in insulin signaling and glucose homeostasis through irs1 ubiquitination and subsequent proteasomal degradation. inhibits also prolactin, growth hormone and leptin signaling by preventing stat3 and stat5 activation, sequestering them in the cytoplasm and reducing their binding to dna. may be a substrate recognition component of a scf-like e3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins (by similarity). {eco:0000250, eco:0000269|pubmed:15677474, eco:0000269|pubmed:16127460}.","subcellular location: cytoplasm. cell membrane; peripheral membrane protein; cytoplasmic side. nucleus. note=mostly cytoplasmic, but shuttles between the cytoplasm and the nucleus. rapidly relocalizes to the nucleus after uv irradiation. cytoplasmic location depends upon sept7 presence.",TISSUE SPECIFICITY: Expressed in brain and leukocytes. Also in fetal lung fibroblasts and fetal brain. {ECO:0000269|PubMed:9344857}.,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,SOCS7,30837,Hs.514132,NA,THC2527406,GO:0005515(protein binding)|GO:0005575(cellular_component)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0005886(plasma membrane)|GO:0008150(biological_process)|GO:0008286(insulin receptor signaling pathway)|GO:0009968(negative regulation of signal transduction)|GO:0016567(protein ubiquitination)|GO:0017124(SH3 domain binding)|GO:0035556(intracellular signal transduction)|GO:0040008(regulation of growth)|GO:0045444(fat cell differentiation),"Homo sapiens suppressor of cytokine signaling 7 (SOCS7), mRNA [NM_014598]",chr17:36561724-36561783,hs|17q12,suppressor of cytokine signaling 7,TRUE
1032_C1orf9_51430,Q9UBS9,sun domain-containing ossification factor (membrane protein ch1) (protein osteopotentia homolog) (sun-like protein 1),SUCO C1orf9 CH1 OPT SLP1,1254,function: required for bone modeling during late embryogenesis. regulates type i collagen synthesis in osteoblasts during their postnatal maturation (by similarity). {eco:0000250}.,subcellular location: rough endoplasmic reticulum membrane {eco:0000250}; single-pass type i membrane protein {eco:0000250}.,"TISSUE SPECIFICITY: Highly expressed in pancreas and testis and to a lower extent in prostate, ovary, heart, thymus, small intestine and spleen. {ECO:0000269|PubMed:10673381}.",NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,C1orf9,51430,Hs.626306,ENST00000367723,THC2481620,GO:0001503(ossification)|GO:0005783(endoplasmic reticulum)|GO:0007275(multicellular organismal development)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0030867(rough endoplasmic reticulum membrane),"Homo sapiens chromosome 1 open reading frame 9 (C1orf9), transcript variant 2, mRNA [NM_016227]",chr1:172580756-172580815,hs|1q24.3,chromosome 1 open reading frame 9,TRUE
1033_PCBD1_5092,P61457,pterin-4-alpha-carbinolamine dehydratase (phs) (ec 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (dimerization cofactor of hepatocyte nuclear factor 1-alpha) (dcoh) (dimerization cofactor of hnf1) (phenylalanine hydroxylase-stimulating protein) (pterin carbinolamine dehydratase) (pcd),PCBD1 DCOH PCBD,104,function: involved in tetrahydrobiopterin biosynthesis. seems to both prevent the formation of 7-pterins and accelerate the formation of quinonoid-bh2. coactivator for hnf1a-dependent transcription. regulates the dimerization of homeodomain protein hnf1a and enhances its transcriptional activity.,subcellular location: cytoplasm. nucleus. note=cytoplasmic and/or nuclear.,NA,"DISEASE: Hyperphenylalaninemia, BH4-deficient, D (HPABH4D) [MIM:264070]: An autosomal recessive disease characterized by primapterinuria, a variant form of hyperphenylalaninemia defined by increased excretion of 7-substituted pterins in the urine. Patients with primapterinuria show an increased ratio of neopterin to biopterin in the urine, excretion of subnormal levels of biopterins, and normal levels of biogenic amines in cerebrospinal fluid. Neurologic signs are mild, present in the neonatal period only, and include hypotonia, delayed motor development and tremor. {ECO:0000269|PubMed:8352282, ECO:0000269|PubMed:9760199}. Note=The disease is caused by mutations affecting the gene represented in this entry.",NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCBD1,5092,Hs.3192,ENST00000299299,THC2467725,"GO:0003713(transcription coactivator activity)|GO:0004505(phenylalanine 4-monooxygenase activity)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005730(nucleolus)|GO:0005737(cytoplasm)|GO:0005829(cytosol)|GO:0006559(L-phenylalanine catabolic process)|GO:0006729(tetrahydrobiopterin biosynthetic process)|GO:0008124(4-alpha-hydroxytetrahydrobiopterin dehydratase activity)|GO:0016829(lyase activity)|GO:0034641(cellular nitrogen compound metabolic process)|GO:0042802(identical protein binding)|GO:0043496(regulation of protein homodimerization activity)|GO:0045893(positive regulation of transcription, DNA-dependent)|GO:0051289(protein homotetramerization)|GO:0051291(protein heterooligomerization)","Homo sapiens pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (PCBD1), mRNA [NM_000281]",chr10:72643511-72643452,hs|10q22.1,pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha,TRUE
1034_OCIAD2_132299,Q56VL3,ocia domain-containing protein 2 (ovarian carcinoma immunoreactive antigen-like protein),OCIAD2,154,NA,subcellular location: endosome {eco:0000305}.,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,OCIAD2,132299,Hs.95835,ENST00000381464,THC2461806,GO:0005768(endosome),"Homo sapiens OCIA domain containing 2 (OCIAD2), transcript variant 1, mRNA [NM_001014446]",chr4:48887525-48887466,hs|4p11,OCIA domain containing 2,TRUE
1035_RAB35_11021,Q15286,ras-related protein rab-35 (gtp-binding protein ray) (ras-related protein rab-1c),RAB35 RAB1C RAY,201,"function: the small gtpases rab are key regulators of intracellular membrane trafficking, from the formation of transport vesicles to their fusion with membranes. rabs cycle between an inactive gdp-bound form and an active gtp-bound form that is able to recruit to membranes different sets of downstream effectors directly responsible for vesicle formation, movement, tethering and fusion. that rab is involved in the process of endocytosis and is an essential rate-limiting regulator of the fast recycling pathway back to the plasma membrane. during cytokinesis, required for the postfurrowing terminal steps, namely for intercellular bridge stability and abscission, possibly by controlling phosphatidylinositol 4,5-bis phosphate (pip2) and sept2 localization at the intercellular bridge. may indirectly regulate neurite outgrowth. together with tbc1d13 may be involved in regulation of insulin-induced glucose transporter slc2a4/glut4 translocation to the plasma membrane in adipocytes. {eco:0000250|uniprotkb:q6phn9, eco:0000269|pubmed:16950109, eco:0000269|pubmed:21951725}.","subcellular location: cell membrane {eco:0000269|pubmed:16950109, eco:0000269|pubmed:21951725}; lipid-anchor {eco:0000305}; cytoplasmic side {eco:0000305}. membrane, clathrin-coated pit {eco:0000269|pubmed:16950109}. cytoplasmic vesicle, clathrin-coated vesicle {eco:0000269|pubmed:16950109}. endosome {eco:0000269|pubmed:16950109, eco:0000269|pubmed:21951725}. melanosome {eco:0000269|pubmed:17081065}. note=present on sorting endosomes and recycling endosome tubules (pubmed:16950109). tends to be enriched in pip2-positive cell membrane domains (pubmed:16950109). during mitosis, associated with the plasma membrane and present at the ingressing furrow during early cytokinesis as well as at the intercellular bridge later during cytokinesis (pubmed:16950109). identified in stage i to stage iv melanosomes (pubmed:17081065). {eco:0000269|pubmed:16950109, eco:0000269|pubmed:17081065}.",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,RAB35,11021,Hs.524788,ENST00000229340,THC2556752,"GO:0000166(nucleotide binding)|GO:0000910(cytokinesis)|GO:0003924(GTPase activity)|GO:0005525(GTP binding)|GO:0005546(phosphatidylinositol-4,5-bisphosphate binding)|GO:0005739(mitochondrion)|GO:0005768(endosome)|GO:0005886(plasma membrane)|GO:0005905(coated pit)|GO:0006184(GTP catabolic process)|GO:0007264(small GTPase mediated signal transduction)|GO:0008104(protein localization)|GO:0015031(protein transport)|GO:0016197(endosome transport)|GO:0031253(cell projection membrane)|GO:0031410(cytoplasmic vesicle)|GO:0042470(melanosome)|GO:0045171(intercellular bridge)|GO:0045334(clathrin-coated endocytic vesicle)","Homo sapiens RAB35, member RAS oncogene family (RAB35), transcript variant 1, mRNA [NM_006861]",chr12:120533027-120532968,hs|12q24.23,"RAB35, member RAS oncogene family",TRUE
1036_WWC1_23286,Q8IX03,protein kibra (hbeag-binding protein 3) (kidney and brain protein) (kibra) (ww domain-containing protein 1),WWC1 KIAA0869,1113,"function: probable regulator of the hippo/swh (sav/wts/hpo) signaling pathway, a signaling pathway that plays a pivotal role in tumor suppression by restricting proliferation and promoting apoptosis. along with nf2 can synergistically induce the phosphorylation of lats1 and lats2 and can probably function in the regulation of the hippo/swh (sav/wts/hpo) signaling pathway. acts as a transcriptional coactivator of esr1 which plays an essential role in dynll1-mediated esr1 transactivation. regulates collagen-stimulated activation of the erk/mapk cascade. modulates directional migration of podocytes. acts as a substrate for prkcz. plays a role in cognition and memory performance. {eco:0000269|pubmed:15081397, eco:0000269|pubmed:16684779, eco:0000269|pubmed:18190796, eco:0000269|pubmed:18596123, eco:0000269|pubmed:18672031, eco:0000269|pubmed:20159598, eco:0000269|pubmed:23778582}.","subcellular location: cytoplasm. cytoplasm, perinuclear region. nucleus. cell projection, ruffle membrane. note=colocalizes with prkcz in the perinuclear region.","TISSUE SPECIFICITY: Expressed in mammary epithelial cells and breast cancer cell lines. Found in the luminal epithelium surrounding the ducts in the normal breast. In the brain, expressed in somatodendritic compartment of neurons in the cortex and hippocampus and in the cerebellum it is found in the Purkinje cells and some granule cells (at protein level). Detected in brain, heart, colon and kidney. In the kidney, expressed in glomerular podocytes, in some tubules and in the collecting duct. {ECO:0000269|PubMed:12559952, ECO:0000269|PubMed:18190796, ECO:0000269|PubMed:18596123, ECO:0000269|PubMed:18672031}.",NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,WWC1,23286,Hs.484047,ENST00000518204,THC2600555,"GO:0003713(transcription coactivator activity)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0005794(Golgi apparatus)|GO:0005886(plasma membrane)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0016477(cell migration)|GO:0032587(ruffle membrane)|GO:0035330(regulation of hippo signaling cascade)|GO:0042995(cell projection)|GO:0043410(positive regulation of MAPKKK cascade)|GO:0048471(perinuclear region of cytoplasm)","Homo sapiens WW and C2 domain containing 1 (WWC1), transcript variant 3, mRNA [NM_015238]",chr5:167896127-167896186,hs|5q34,WW and C2 domain containing 1,TRUE
1037_SUZ12_23512,Q15022,polycomb protein suz12 (chromatin precipitated e2f target 9 protein) (chet 9 protein) (joined to jazf1 protein) (suppressor of zeste 12 protein homolog),SUZ12 CHET9 JJAZ1 KIAA0160,739,"function: polycomb group (pcg) protein. component of the prc2/eed-ezh2 complex, which methylates 'lys-9' (h3k9me) and 'lys-27' (h3k27me) of histone h3, leading to transcriptional repression of the affected target gene. the prc2/eed-ezh2 complex may also serve as a recruiting platform for dna methyltransferases, thereby linking two epigenetic repression systems. genes repressed by the prc2/eed-ezh2 complex include hoxc8, hoxa9, myt1 and cdkn2a. {eco:0000269|pubmed:15225548, eco:0000269|pubmed:15231737, eco:0000269|pubmed:15385962, eco:0000269|pubmed:16618801, eco:0000269|pubmed:17344414, eco:0000269|pubmed:18285464, eco:0000269|pubmed:28229514}.",subcellular location: nucleus {eco:0000269|pubmed:15231737}.,"TISSUE SPECIFICITY: Overexpressed in breast and colon cancer. {ECO:0000269|PubMed:15231737, ECO:0000269|PubMed:15684044}.","DISEASE: Note=A chromosomal aberration involving SUZ12 may be a cause of endometrial stromal tumors. Translocation t(7;17)(p15;q21) with JAZF1. The translocation generates the JAZF1-SUZ12 oncogene consisting of the N-terminus part of JAZF1 and the C-terminus part of SUZ12. It is frequently found in all cases of endometrial stromal tumors, except in endometrial stromal sarcomas, where it is rarer. {ECO:0000269|PubMed:11371647}.; DISEASE: Note=Defects in EED are associated with Weaver syndrome (WVS): A syndrome of accelerated growth and osseous maturation, unusual craniofacial appearance, hoarse and low-pitched cry, and hypertonia with camptodactyly. Distinguishing features of Weaver syndrome include broad forehead and face, ocular hypertelorism, prominent wide philtrum, micrognathia, deep horizontal chin groove, and deep-set nails. In addition, carpal bone development is advanced over the rest of the hand. {ECO:0000269|PubMed:28229514}.",NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,SUZ12,23512,Hs.730786,ENST00000322652,THC2519335,"GO:0000122(negative regulation of transcription from RNA polymerase II promoter)|GO:0001739(sex chromatin)|GO:0003682(chromatin binding)|GO:0005515(protein binding)|GO:0005622(intracellular)|GO:0005634(nucleus)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0008270(zinc ion binding)|GO:0008284(positive regulation of cell proliferation)|GO:0016568(chromatin modification)|GO:0016571(histone methylation)|GO:0016574(histone ubiquitination)|GO:0035064(methylated histone residue binding)|GO:0035098(ESC/E(Z) complex)|GO:0042054(histone methyltransferase activity)|GO:0045596(negative regulation of cell differentiation)|GO:0046872(metal ion binding)","Homo sapiens suppressor of zeste 12 homolog (Drosophila) (SUZ12), mRNA [NM_015355]",chr17:30327536-30327595,hs|17q11.2,suppressor of zeste 12 homolog (Drosophila),TRUE
1038_ZNHIT1_10467,O43257,zinc finger hit domain-containing protein 1 (cyclin-g1-binding protein 1) (zinc finger protein subfamily 4a member 1) (p18 hamlet),ZNHIT1 CGBP1 ZNFN4A1,154,"function: seems to play a role in p53-mediated apoptosis induction (pubmed:17380123). binds to nr1d2 and relieves it of its inhibitory effect on the transcription of apoc3 without affecting its dna-binding activity (pubmed:17892483). {eco:0000269|pubmed:17380123, eco:0000269|pubmed:17892483}.",subcellular location: nucleus {eco:0000269|pubmed:17892483}.,"TISSUE SPECIFICITY: Expressed abundantly in liver, but weakly in skeletal muscle, ovary and small intestine. {ECO:0000269|PubMed:17892483}.",NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ZNHIT1,10467,Hs.211079,ENST00000485387,THC2492130,GO:0005515(protein binding)|GO:0046872(metal ion binding),"Homo sapiens zinc finger, HIT-type containing 1 (ZNHIT1), mRNA [NM_006349]",chr7:100867339-100867398,hs|7q22.1,"zinc finger, HIT-type containing 1",TRUE
